rollout/ep_len_mean,rollout/exploration_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/time_elapsed,train/n_updates,train/loss,train/learning_rate
31.32,0.6096999999999997,558,31.32,6505,240,11,2816,0.3502993563597556,0.0023
31.24,0.5941000000000001,558,31.24,6765,250,12,2944,0.3455052587814862,0.0023
30.46,0.58432,554,30.46,6928,260,12,3072,0.3882446180214174,0.0023
28.36,0.5732199999999998,567,28.36,7113,270,12,,,
27.1,0.5527,560,27.1,7455,280,13,3328,0.3728830787440529,0.0023
25.37,0.5332000000000001,566,25.37,7780,290,13,3456,0.3738667464640457,0.0023
26.45,0.5101,573,26.45,8165,300,14,3584,0.37109007709659636,0.0023
27.31,0.4909000000000002,566,27.31,8485,310,14,3840,0.38354192092083395,0.0023
29.43,0.4601200000000003,572,29.43,8998,320,15,4096,0.4491527172795031,0.0023
28.19,0.45118000000000036,580,28.19,9147,330,15,,,
29.46,0.4329400000000001,585,29.46,9451,340,16,4224,0.4965304999714135,0.0023
29.11,0.41944000000000026,583,29.11,9676,350,16,4352,0.5361498934798874,0.0023
33.67,0.3823000000000001,575,33.67,10295,360,17,4736,0.5301384100457653,0.0023
36.01,0.3571599999999999,584,36.01,10714,370,18,4864,0.6229538475599838,0.0023
37.73,0.3263199999999997,586,37.73,11228,380,19,5120,0.5931266237021191,0.0023
38.12,0.30448,582,38.12,11592,390,19,5376,0.6645424332527909,0.0023
39.56,0.27273999999999976,582,39.56,12121,400,20,5632,0.6326624566572718,0.0023
40.75,0.2464000000000004,577,40.75,12560,410,21,5888,0.7294533220701851,0.0023
39.28,0.22443999999999975,579,39.28,12926,420,22,6016,0.6923864525742829,0.0023
50.15,0.1502800000000002,571,50.15,14162,430,24,6656,0.7596061776421266,0.0023
51.68,0.12285999999999986,571,51.68,14619,440,25,6912,0.7027511230262462,0.0023
54.65,0.09153999999999984,572,54.65,15141,450,26,7168,0.8068401432537939,0.0023
52.84,0.0652600000000001,575,52.84,15579,460,27,7296,0.8381171322835144,0.0023
55.45,0.04,571,55.45,16259,470,28,7680,1.0180877699749544,0.0023
52.9,0.04,572,52.9,16518,480,28,7808,1.1015904693049379,0.0023
52.19,0.04,574,52.19,16811,490,29,7936,1.069348142191302,0.0023
53.62,0.04,572,53.62,17483,500,30,8320,1.2076265556388535,0.0023
54.42,0.04,570,54.42,18002,510,31,8576,1.1364999042707495,0.0023
59.17,0.04,570,59.17,18843,520,33,8960,1.3346578242490068,0.0023
52.61,0.04,567,52.61,19423,530,34,9216,1.3065381570486352,0.0023
56.26,0.04,541,56.26,20245,540,37,9728,1.3949881186999846,0.0023
58.82,0.04,542,58.82,21023,550,38,10112,1.544236565590836,0.0023
65.61,0.04,543,65.61,22140,560,40,10624,1.4385329960787203,0.0023
63.62,0.04,534,63.62,22621,570,42,10880,1.519939281308325,0.0023
69.08,0.04,526,69.08,23426,580,44,11264,2.031330979487393,0.0023
71.81,0.04,528,71.81,23992,590,45,11520,1.6820283500419464,0.0023
72.63,0.04,524,72.63,24746,600,47,11904,1.692544000572525,0.0023
74.36,0.04,524,74.36,25438,610,48,12288,1.6509994862717576,0.0023
72.83,0.04,525,72.83,26126,620,49,12672,1.7669227014412172,0.0023
72.85,0.04,528,72.85,26708,630,50,12928,1.9852378573850729,0.0023
68.44,0.04,530,68.44,27089,640,51,13056,1.70259001723025,0.0023
67.62,0.04,531,67.62,27785,650,52,13440,2.196538440271979,0.0023
63.29,0.04,531,63.29,28469,660,53,13824,2.3337632403126918,0.0023
62.11,0.04,532,62.11,28832,670,54,13952,2.0579104954958893,0.0023
58.9,0.04,532,58.9,29316,680,55,14208,2.2283120213542134,0.0023
58.44,0.04,533,58.44,29836,690,55,14464,2.4340863099205308,0.0023
57.41,0.04,530,57.41,30487,700,57,14848,2.0505857578245923,0.0023
53.35,0.04,531,53.35,30773,710,57,14976,2.1766780314501375,0.0023
48.45,0.04,533,48.45,30971,720,58,,,
49.4,0.04,534,49.4,31648,730,59,15360,2.695456499350257,0.0023
54.46,0.04,531,54.46,32535,740,61,15872,2.3628760657738894,0.0023
51.55,0.04,533,51.55,32940,750,61,16000,2.3735117824398912,0.0023
52.38,0.04,531,52.38,33707,760,63,16384,3.1144412718713284,0.0023
55.15,0.04,527,55.15,34347,770,65,16768,2.892683675920125,0.0023
55.75,0.04,528,55.75,34891,780,66,17024,2.7161096671479754,0.0023
54.92,0.04,529,54.92,35328,790,66,17152,3.4049918961245567,0.0023
54.88,0.04,526,54.88,35975,800,68,17536,2.686061041720677,0.0023
59.44,0.04,525,59.44,36717,810,69,17920,2.9407019041245803,0.0023
62.83,0.04,526,62.83,37254,820,70,18176,3.232064569601789,0.0023
61.76,0.04,526,61.76,37824,830,71,18432,3.2042169594205916,0.0023
58.13,0.04,526,58.13,38348,840,72,18688,3.042844283161685,0.0023
58.22,0.04,525,58.22,38762,850,73,18944,3.8256438192911446,0.0023
54.77,0.04,524,54.77,39184,860,74,19200,3.369549604598433,0.0023
51.7,0.04,525,51.7,39517,870,75,19328,3.6381198768503964,0.0023
50.81,0.04,525,50.81,39972,880,76,19584,3.577871173270978,0.0023
51.98,0.04,524,51.98,40526,890,77,19840,3.8681179743725806,0.0023
48.56,0.04,524,48.56,40831,900,77,19968,3.8282254978548735,0.0023
45.59,0.04,523,45.59,41276,910,78,20224,3.903974880464375,0.0023
42.44,0.04,523,42.44,41498,920,79,20352,3.585195009363815,0.0023
40.57,0.04,524,40.57,41881,930,79,20480,3.9677951568737626,0.0023
39.22,0.04,522,39.22,42270,940,80,20736,3.699834190774709,0.0023
36.94,0.04,524,36.94,42456,950,80,,,
38.36,0.04,522,38.36,43020,960,82,21120,3.9845166177256033,0.0023
41.68,0.04,523,41.68,43685,970,83,21376,4.00001850083936,0.0023
44.54,0.04,522,44.54,44426,980,85,21760,4.486895332229324,0.0023
47.08,0.04,522,47.08,45234,990,86,22144,4.369722158531658,0.0023
51.68,0.04,520,51.68,45999,1000,88,22528,4.362184451427311,0.0023
56.27,0.04,519,56.27,46903,1010,90,23040,5.222479391726665,0.0023
63.23,0.04,520,63.23,47821,1020,91,23424,5.178755154134706,0.0023
68.75,0.04,519,68.75,48756,1030,93,23936,4.93568335659802,0.0023
71.2,0.04,517,71.2,49390,1040,95,24192,5.61845214094501,0.0023
74.03,0.04,516,74.03,49859,1050,96,24448,4.328350936295465,0.0023
77.96,0.04,514,77.96,50816,1060,98,24960,4.65130202693399,0.0023
81.48,0.04,516,81.48,51833,1070,100,25472,4.261050738627091,0.0023
93.02,0.04,519,93.02,53728,1080,103,26368,4.369073510519229,0.0023
95.09,0.04,519,95.09,54743,1090,105,26880,4.732045511598699,0.0023
96.01,0.04,518,96.01,55600,1100,107,27392,4.929119716689456,0.0023
92.63,0.04,519,92.63,56166,1110,108,27648,5.358609216636978,0.0023
86.04,0.04,519,86.04,56425,1120,108,27776,4.924867000081576,0.0023
80.09,0.04,520,80.09,56765,1130,109,27904,5.245549901505001,0.0023
78.2,0.04,520,78.2,57210,1140,109,28160,6.235598074621521,0.0023
76.41,0.04,521,76.41,57500,1150,110,28288,5.705810482380912,0.0023
70.85,0.04,521,70.85,57901,1160,111,28544,5.051318695535883,0.0023
62.27,0.04,522,62.27,58060,1170,111,,,
49.26,0.04,521,49.26,58654,1180,112,28928,4.955097763042431,0.0023
40.67,0.04,523,40.67,58810,1190,112,,,
33.77,0.04,522,33.77,58977,1200,112,29056,5.801126662874594,0.0023
30.08,0.04,522,30.08,59174,1210,113,29184,7.1684678783640265,0.0023
36.32,0.04,523,36.32,60057,1220,114,29568,5.8966541374102235,0.0023
39.32,0.04,523,39.32,60697,1230,116,29952,5.838826467981562,0.0023
37.67,0.04,523,37.67,60977,1240,116,30080,6.276025664934423,0.0023
40.43,0.04,523,40.43,61543,1250,117,30336,6.13766094026505,0.0023
38.05,0.04,522,38.05,61706,1260,118,30464,6.4399988114601,0.0023
39.43,0.04,523,39.43,62003,1270,118,30592,6.334638048836496,0.0023
35.44,0.04,524,35.44,62198,1280,118,,,
39.48,0.04,523,39.48,62758,1290,119,30976,6.680630684015341,0.0023
41.9,0.04,525,41.9,63167,1300,120,31104,6.268283283221535,0.0023
42.46,0.04,525,42.46,63420,1310,120,31232,5.92791759443935,0.0023
39.27,0.04,526,39.27,63984,1320,121,31488,6.964762283489108,0.0023
39.4,0.04,526,39.4,64637,1330,122,31872,6.326983743347228,0.0023
45.42,0.04,527,45.42,65519,1340,124,32256,6.220690011861734,0.0023
49.92,0.04,528,49.92,66535,1350,125,32768,6.980288093094714,0.0023
50.53,0.04,527,50.53,66759,1360,126,32896,6.967749694595113,0.0023
52.81,0.04,527,52.81,67284,1370,127,33152,6.328481889446266,0.0023
55.58,0.04,527,55.58,67756,1380,128,33408,6.775820350914728,0.0023
54.54,0.04,528,54.54,68212,1390,129,33664,8.238777434336953,0.0023
59.99,0.04,528,59.99,69166,1400,130,34176,7.735814443090931,0.0023
65.8,0.04,529,65.8,70000,1410,132,34560,7.326855148538016,0.0023
63.53,0.04,530,63.53,70337,1420,132,34688,7.96732304233592,0.0023
61.23,0.04,529,61.23,70760,1430,133,34944,7.261283143539913,0.0023
54.69,0.04,529,54.69,70988,1440,133,35072,7.56598673586268,0.0023
51.54,0.04,529,51.54,71689,1450,135,35456,8.303432893473655,0.0023
52.57,0.04,530,52.57,72016,1460,135,35584,6.933405655028764,0.0023
53.26,0.04,530,53.26,72610,1470,136,35840,7.886470409692265,0.0023
54.34,0.04,531,54.34,73190,1480,137,36096,7.893241300829686,0.0023
59.85,0.04,531,59.85,74197,1490,139,36608,7.985064658685587,0.0023
56.06,0.04,531,56.06,74772,1500,140,36992,7.493563657277264,0.0023
55.51,0.04,531,55.51,75551,1510,142,37376,8.262439816026017,0.0023
60.95,0.04,533,60.95,76432,1520,143,37760,7.36524958035443,0.0023
59.07,0.04,533,59.07,76667,1530,143,37888,9.038792306440882,0.0023
61.62,0.04,532,61.62,77150,1540,144,38144,8.423105367604876,0.0023
61.86,0.04,532,61.86,77875,1550,146,38528,7.947970028151758,0.0023
64.72,0.04,533,64.72,78488,1560,147,38784,8.922566273715347,0.0023
65.37,0.04,532,65.37,79147,1570,148,39168,8.087540079373866,0.0023
61.29,0.04,533,61.29,79319,1580,148,,,
52.98,0.04,533,52.98,79495,1590,149,39296,8.483382924925536,0.0023
51.67,0.04,533,51.67,79939,1600,149,39552,8.69239973614458,0.0023
45.83,0.04,533,45.83,80134,1610,150,39680,8.648839447414503,0.0023
44.39,0.04,535,44.39,80871,1620,151,39936,8.114954581134953,0.0023
47.5,0.04,534,47.5,81417,1630,152,40320,8.283916580607183,0.0023
48.12,0.04,535,48.12,81962,1640,153,40576,10.277265397133306,0.0023
45.2,0.04,536,45.2,82395,1650,153,40704,7.602039264980704,0.0023
44.64,0.04,533,44.64,82952,1660,155,41088,10.055425918719266,0.0023
39.65,0.04,534,39.65,83112,1670,155,,,
44.21,0.04,534,44.21,83740,1680,156,41472,8.56432629097253,0.0023
49.62,0.04,534,49.62,84457,1690,157,41728,10.043802506523207,0.0023
67.02,0.04,535,67.02,86641,1700,161,42880,10.811636687023565,0.0023
85.45,0.04,536,85.45,88679,1710,165,43904,8.276479358086362,0.0023
90.28,0.04,536,90.28,89899,1720,167,44544,9.563130768481642,0.0023
88.83,0.04,537,88.83,90300,1730,168,44672,10.112575915409252,0.0023
91.65,0.04,537,91.65,91127,1740,169,45056,9.419559909729287,0.0023
93.76,0.04,537,93.76,91771,1750,170,45440,10.224377242382616,0.0023
96.12,0.04,537,96.12,92564,1760,172,45824,12.160874256398529,0.0023
97.3,0.04,537,97.3,92842,1770,172,45952,10.769822414731607,0.0023
92.84,0.04,537,92.84,93024,1780,173,46080,12.015758541412652,0.0023
87.78,0.04,537,87.78,93235,1790,173,46208,11.85818199813366,0.0023
69.54,0.04,537,69.54,93595,1800,174,46336,11.995870287064463,0.0023
53.73,0.04,536,53.73,94052,1810,175,46592,11.345588842174038,0.0023
47.86,0.04,536,47.86,94685,1820,176,46848,12.287277444964275,0.0023
51.36,0.04,535,51.36,95436,1830,178,47232,10.386185348499566,0.0023
53.94,0.04,534,53.94,96521,1840,180,47872,11.540984794963151,0.0023
55.22,0.04,534,55.22,97293,1850,181,48256,12.525026970542967,0.0023
52.61,0.04,535,52.61,97825,1860,182,48512,13.576702638994902,0.0023
52.13,0.04,535,52.13,98055,1870,183,48640,14.178527803625911,0.0023
52.67,0.04,536,52.67,98291,1880,183,,,
60.04,0.04,535,60.04,99239,1890,185,49152,12.687084625009447,0.0023
62.83,0.04,534,62.83,99878,1900,186,49536,12.522366030374542,0.0023
